user_id,user_name,tweet_id,tweet_text,user_mentions,urls,hashtags
31289390,826CHI,705483101934391296,ATTN #DataNerds: Early bird deadline for #DoGoodData2016 Conference is approaching so get yourself registered! &gt;&gt; https://t.co/UPb71iWOrF,,https://t.co/UPb71iWOrF,"DataNerds,DoGoodData2016"
31289390,826CHI,705433901687291905,"Publishing intern Alex in his natural habitat, hard @ work on the YABP thx to snacks and @ATT. #ATTimpact #826makers https://t.co/C5FlWXOHlm",14620190,,"ATTimpact,826makers"
31289390,826CHI,705150744035467264,ATTN #DataNerds: Early bird deadline for #DoGoodData2016 Conference is approaching so get yourself registered! &gt;&gt; https://t.co/3faoQ0sGvy,,https://t.co/3faoQ0sGvy,"DataNerds,DoGoodData2016"
31289390,826CHI,704423441093500928,DECLASSIFIED: MEET THE TEAM// Our intrepid team of staff &amp; interns! Say hi when you see us—just don't blow our cover https://t.co/ylFZh36Xyi,,,
31289390,826CHI,703985706406912001,"RT @mathemaniac: Is this a dagger which I see before me? Yes, statistically speaking. https://t.co/ofSvJRN4ye",33852840,,
31289390,826CHI,703985040376655872,"RT @the83k: Scrabble for Cheaters 2016. More than $20,000 raised for @826chi, featuring some of the most… https://t.co/fAJXVPAs0O","31318233,31289390",https://t.co/fAJXVPAs0O,
31289390,826CHI,703764408409964544,"And finally: #ScrabbleForCheaters FUNDRAISING TOTAL: $21,631. 

S/O to the 22 teams who made this happen - we are floored. Thank you.",,,ScrabbleForCheaters
31289390,826CHI,703764303497793536,#ScrabbleForCheaters BEST COSTUME RUNNERS-UP: The Quetzals #wigs https://t.co/QhvI2X4Ag5,,,"ScrabbleForCheaters,wigs"
31289390,826CHI,703763813980643328,#ScrabbleForCheaters BRAIN FUEL: provided by @TwoBrothersBeer ❤️🍺#TripleWordSlur https://t.co/BbAI4qMXnU,36999884,,"ScrabbleForCheaters,TripleWordSlur"
31289390,826CHI,703763505447628800,#ScrabbleForCheaters ONE MILLION DELICIOUS BURRITOS: given generously by @ChipotleTweets https://t.co/2pdsF5bmVG,141341662,,ScrabbleForCheaters
31289390,826CHI,703763386924998661,#ScrabbleForCheaters TOURNEY RUNNERS-UP: Sari Not Sari https://t.co/GVdVeDggxX,,,ScrabbleForCheaters
31289390,826CHI,703763267387260928,#ScrabbleForCheaters BEST COSTUME: Spellma and Louise https://t.co/RcXTCMmTaz,,,ScrabbleForCheaters
31289390,826CHI,703763166094893057,"#ScrabbleForCheaters 2nd HIGHEST FUNDRAISERS: Oshkosh North Spartans, gesticulating wildly/decimating opponents https://t.co/ySdLtwgZZF",,,ScrabbleForCheaters
31289390,826CHI,703762960171278336,#ScrabbleForCheaters tournament champions (for the 2nd year in a row!): Homeword Bound https://t.co/FwDYBizndl,,,ScrabbleForCheaters
31289390,826CHI,703762509103108096,#ScrabbleForCheaters HIGHEST FUNDRAISERS: Sari Not Sari https://t.co/koC9cNiNKR,,,ScrabbleForCheaters
31289390,826CHI,703701201314050048,Scrabble swag from our @agentsupply is calling your name. #triplewordSCORE // One week til #ScrabbleForCheaters https://t.co/yS9xQs50QY,69069166,,"triplewordSCORE,ScrabbleForCheaters"
31289390,826CHI,703671839311077376,"#ScrabbleForCheaters has begun! We reached our $20,000 fundraising goal! AND it's 52 degrees outside! ☀️💸☀️💸 https://t.co/KjNIgWrb4y",,,ScrabbleForCheaters
31289390,826CHI,703671698214809600,"RT @robotreichle: Had a great time at @826CHI #ScrabbleForCheaters this morning. Played last year's champs and lost valiantly. Still lost, …","308104946,31289390",,ScrabbleForCheaters
31289390,826CHI,703671675460657153,RT @sara_shasha: It's Saturday morning &amp; we're playing Scrabble! @SecondCityChiTC @826CHI #DreamTeam,"873189061,17903950,31289390",,DreamTeam
31289390,826CHI,703671658574381057,RT @kmackay: The cheat is on! @826CHI #scrabble https://t.co/ViqBW8OX7u,"12301012,31289390",,scrabble
31289390,826CHI,703426855681003520,@whatthefidd Mostly he was upset that his attention was taken from bracketology and act 1 of Hamilton 🙃,171800028,,
31289390,826CHI,703386068201054208,RT @kmackay: Today is a great day for a #gooddeed! @826CHI needs our support to provide free programs for Chicagoland students! https://t.c…,"12301012,31289390",https://t.co/Kwjn5H23kG,gooddeed
31289390,826CHI,703386045644017664,RT @TracyWoodley: The @826CHI Development Team has a passion for translating data into stories. RT &amp; help them attend #DoGoodData2016! http…,"281592400,31289390",https://t.co/hKqO9Nqr3X,DoGoodData2016
31289390,826CHI,703385986093285376,#ScrabbleForCheaters: noon TMRW. We've raised $17K but aim for $20K. Help us get there? https://t.co/rAWZzMdiBs https://t.co/JCPFi95SgU,,https://t.co/rAWZzMdiBs,ScrabbleForCheaters
31289390,826CHI,702946592857460737,Delicious victory for #ScrabbleForCheaters players AND our students? Yes please &gt;&gt;  https://t.co/rAWZzLVHJU https://t.co/ty8flidsAZ,,https://t.co/rAWZzLVHJU,ScrabbleForCheaters
31289390,826CHI,702593884065366016,RT @KivazipChicago: Previous Zip fellow @kmackay is fundraising for @826CHI! All donations support FREE literary programs for kids! https:/…,"2815190292,12301012,31289390",https://t.co/kJXFOTDiMl,
31289390,826CHI,702593856911515648,@CurbsidePress thanks for helping us spread the word!,161198537,,
31289390,826CHI,702593827333230592,RT @CurbsidePress: @826CHI is having its annual Scrabble for Cheaters fundraising event this weekend.  See here how you can help! https://t…,"161198537,31289390",https://t.co/Y1g7xkWGui,
31289390,826CHI,702593815622737920,"RT @leeismylastname: Donate to Sari not Sari, Spellma and Louise &amp; more! On 2/27, 30 teams compete in a Scrabble tournament for @826CHI! ht…","21754844,31289390",https://t.co/yc2aYfVdr4,
31289390,826CHI,702593757976219648,Tutoring today has been ❄️CANCELLED❄️ due to the snowstorm. Stay safe and cozy and inside!,,,
31289390,826CHI,702538947889635329,"*DRUMROLL* And the title of our Young Authors Book Project #monster anthology is...

@ATT #ATTimpact #826makers https://t.co/MrZgtAepdY",14620190,,"monster,ATTimpact,826makers"
31289390,826CHI,702143976959119360,@kmackay thanks for playing - see you Saturday! 🤓,12301012,,
31289390,826CHI,701904924007907329,@tqvinn Oh maaaaan. Beautiful.,28496225,,
31289390,826CHI,701904887836188674,RT @tqvinn: An illustration I recently finished for an upcoming @826chi book. https://t.co/g6ttWDDjRa,"28496225,31289390",https://t.co/g6ttWDDjRa,
31289390,826CHI,701904824623878146,@kearamcreative ahhhhh this is so great!,377174775,,
31289390,826CHI,701904798631772160,RT @kearamcreative: A peek at an illustration for @826CHI. Very super really excited to see the completed project published! https://t.co/e…,"377174775,31289390",,
31289390,826CHI,701904762707509248,RT @whatthefidd: A reminder to snag some hilarious text art from me by supporting Chicago's youth through @826CHI's programs: https://t.co/…,"171800028,31289390",https://t.co/5N1BI1VXYz,
31289390,826CHI,701904711998447617,RT @kmackay: Raising funds for @826CHI and I need your support! https://t.co/P3eA4IowmM #education @TweakedStyle @WestsideBeeBoyz @Learning…,"12301012,31289390,2514164288,2802780974,1119567632",https://t.co/P3eA4IowmM,education
31289390,826CHI,701904592993443845,Shoutout to our top 3 fundraisers as Saturday's #ScrabbleForCheaters tourney draws nigh! &gt;&gt; https://t.co/jPrRHwzKU3 https://t.co/pLALmsumQc,,https://t.co/jPrRHwzKU3,ScrabbleForCheaters
31289390,826CHI,701542067122610178,".@WorkshopChicago, @TinyBold, our artist pals, Brian Pietrini, &amp; everyone who joined us @ Who Wants Love? print show https://t.co/M6S5afEI0X","1683696162,361593048",,
31289390,826CHI,700787029144170498,"""The Webster""—the cheat where your made-up word counts

Donate to  #ScrabbleForCheaters &gt;&gt; https://t.co/HmaRve7IJ8 https://t.co/5athDYDPln",,https://t.co/HmaRve7IJ8,ScrabbleForCheaters
31289390,826CHI,700721568855425026,"Farewell to a beautiful literary soul. Rest in peace, #HarperLee. https://t.co/TMkzVp5PqS",,,HarperLee
31289390,826CHI,700332867201671168,5th grade authors strike poses for Jasmin Shah—new anthology coming your way this June! #826makers #ATTimpact https://t.co/MLrvgcSPoV,,,"826makers,ATTimpact"
31289390,826CHI,700115788913602564,"RT @826National: Take note, presidential hopefuls! #PresidentsDay https://t.co/W6ZcrwhsAo",36194365,,PresidentsDay
31289390,826CHI,700115756529405952,@csix @BookCellar An Essay Fiesta is among our favorite fiesta varieties...second only to Siesta Fiestas.,"14563956,20454550",,
31289390,826CHI,700115594805383168,RT @csix: Essay fiestas are among the least common fiestas (at the @BookCellar) @826CHI https://t.co/ECvU7RU4w6,"14563956,20454550,31289390",,
31289390,826CHI,700115566300958720,RT @whatthefidd: Support @826CHI by helping me cheat at Scrabble--plus get some art/writing from yours truly--for as little as $5: https://…,"171800028,31289390",https://t.co/5N1BI1En71,
31289390,826CHI,700115528501829632,"RT @filkowski: Emily: ""Goodbye, I am leaving for college.""
Emily's mom: ""You got toothpaste, underwear, tank tops?""
#YoungAuthorsBookProjec…","7042922,31289390",,YoungAuthorsBookProject
31289390,826CHI,700115458519928832,RT @826National: Flummox (21pts) your foes w the choicest cheats in @826CHI’s #ScrabbleForCheaters tourney &gt;&gt; https://t.co/SDlH6S7IHm https…,"36194365,31289390",https://t.co/SDlH6S7IHm,ScrabbleForCheaters
31289390,826CHI,700017202272010240,Engañar. Tricher. Translation: CHEAT. Play it w/ the KOSHKA at #ScrabbleForCheaters &gt;&gt; https://t.co/rAWZzLVHJU https://t.co/63gfxG6W3l,,https://t.co/rAWZzLVHJU,ScrabbleForCheaters
31289390,826CHI,699579794950848512,Forget the rules. Cheat your way to victory in our #ScrabbleForCheaters tournament &gt;&gt; https://t.co/rAWZzLVHJU https://t.co/WYRarOVqNd,,https://t.co/rAWZzLVHJU,ScrabbleForCheaters
31289390,826CHI,699219437384294400,Cheat your way to victory at #ScrabbleForCheaters &amp; inspire creativity in #Chicago youth &gt;&gt; https://t.co/rAWZzLVHJU https://t.co/QjTNstJPEA,,https://t.co/rAWZzLVHJU,"ScrabbleForCheaters,Chicago"
31289390,826CHI,698983830330462209,What Would Drizzy @Drake Do? Cheat to win in #ScrabbleForCheaters on 2/27. Register&gt;&gt; https://t.co/rAWZzLVHJU https://t.co/fickoKLQhN,27195114,https://t.co/rAWZzLVHJU,ScrabbleForCheaters
31289390,826CHI,698891493495476224,RT @826National: Cheaters Ever Prosper in @826CHI’s #ScrabbleForCheaters tournament! Play w your words &amp; support #Chicago youth https://t.c…,"36194365,31289390",,"ScrabbleForCheaters,Chicago"
31289390,826CHI,698891439837745152,RT @rwoodley: My daughter and I are entering a Scrabble tournament to support @826Chi! Pls consider supporting this worth cause! https://t.…,"39910193,31289390",https://t.co/tCD3ezlIa5,
31289390,826CHI,698884550110351361,"Our supporters, families, students, teachers, &amp; volunteers light up our lives! #HappyValentinesDay, dear friends. https://t.co/OZbII38r6i",,,HappyValentinesDay
31289390,826CHI,698621561004118016,"RT @826National: A #GalentinesDay greeting from @826CHI student, Kimberly G. #SELFLOVE https://t.co/7RbmzO8PI5","36194365,31289390",,"GalentinesDay,SELFLOVE"
31289390,826CHI,698613662655844353,Like playing w/ your words &amp; supporting youth creativity? Form a #ScrabbleForCheaters team: https://t.co/pQoKqi8iz5 https://t.co/WiU2WZ8ecx,,https://t.co/pQoKqi8iz5,ScrabbleForCheaters
31289390,826CHI,698487334036238336,GET IT GIRL #ValentinesDay https://t.co/Sge67R83mU,,,ValentinesDay
31289390,826CHI,698294341354332160,BREAKING: @ATT is expanding the #ATTimpact by funding our Young Authors Book Project. Thanks for your support of #826makers! #booksonbooks,14620190,,"ATTimpact,826makers,booksonbooks"
31289390,826CHI,698205355050954753,"For 1st place @ #ScrabbleForCheaters: sweet Scrabble board, gloriously gaudy, hand-crafted trophy, &amp; #BraggingRights https://t.co/EXESigwiWW",,,"ScrabbleForCheaters,BraggingRights"
31289390,826CHI,697857755487604736,"We &lt;3 books, pizza, silly hats&amp; [REDACTED], but have to go w/ Darius on this one.FREE valentines in our @AgentSupply https://t.co/SIyaQNtQok",69069166,,
31289390,826CHI,697828452850757634,"@likaluca CONGRATS to you &amp; @nationalbook! ""The practice of building readers is the practice of building a better world.” 😍 #readingmatters","16548412,16220088",,readingmatters
31289390,826CHI,697562342905614336,We need 22 more teams for our #ScrabbleForCheaters tourney on 2/27—can we count on your trickery? &gt;&gt; https://t.co/rAWZzMdiBs,,https://t.co/rAWZzMdiBs,ScrabbleForCheaters
31289390,826CHI,697552954845327360,"RT @tinybold: Tallies are in - the #whowantslove print show raised $2,800 for @826chi!!! Thank you to everyone… https://t.co/KYHDLJjNZp","361593048,31289390",https://t.co/KYHDLJjNZp,whowantslove
31289390,826CHI,697550186030039044,Free between NOW and 6pm? Our students need support w/ spelling hw &amp; future Pulitzer prize-winning short stories! https://t.co/QQbGOgsUzd,,,
31289390,826CHI,697495337762689025,FREE student quote #valentines in our @AgentSupply all week! https://t.co/u1O5nP3Bxo,69069166,,valentines
31289390,826CHI,697192174459490306,"RT @826National: ""My dad's pizzas are like frisbees of miraculous flavor."" 
— Milo C., student at @826CHI

#NationalPizzaDay","36194365,31289390",,NationalPizzaDay
31289390,826CHI,697192116678692864,@whatthefidd @826NYC An....undercover superhero?,"171800028,29224261",,
31289390,826CHI,697191974701527040,826CHI 💞 @bryanpheidel,2321144361,,
31289390,826CHI,697191821676539905,"#WhoWantsLove raised $2800!Here's Quinn w the print she's ""most likely to give to bae OR hang in my locker"" 😍 https://t.co/52Kl1Ejhxj",,,WhoWantsLove
31289390,826CHI,697163128849747969,"Stuck in a consonants-only black hole? The ""NON-CON"" is here for you! #ScrabbleForCheaters &gt; https://t.co/rAWZzLVHJU https://t.co/cKnlMUWS7Y",,https://t.co/rAWZzLVHJU,ScrabbleForCheaters
31289390,826CHI,696732648643821568,@missbigbites @tinybold !!!!!!,"948540014,361593048",,
31289390,826CHI,696732617580740608,RT @missbigbites: tonight is the night! i'm participating in my first real poster show put on by @tinybold for @826CHI. https://t.co/HOjbuq…,"948540014,361593048,31289390",https://t.co/HOjbuq9sB6,
31289390,826CHI,696729929577156608,RT @ForthChicago: Buy a screen print for your love at Who Wants Love tomorrow night at @WorkshopChicago. All proceeds go to @826CHI https:/…,"1161774487,1683696162,31289390",https://t.co/heeOp4DgCb,
31289390,826CHI,696423392162013184,https://t.co/HHRdyxLtdH &lt;3 this poem about love? Check out the Pop Up Print Show 2/8 w art inspired by it. RSVP&gt;&gt; https://t.co/lcNU3tcccC,,"https://t.co/HHRdyxLtdH,https://t.co/lcNU3tcccC",
31289390,826CHI,696112574673383424,"We’re selling a printer today. Or maybe, yesterday; we can’t be sure &gt;&gt; https://t.co/vupAs8eEbV",,https://t.co/vupAs8eEbV,
31289390,826CHI,696077558736093184,We are selling /  the printer / that was in / our storage closet &gt;&gt; https://t.co/YyAMTX1tI2,,https://t.co/YyAMTX1tI2,
31289390,826CHI,696046886835228672,"RT @826National: Cheat ‘Em &amp; Reap...rewards, that is! Swindle your way to victory &amp; support @826CHI...even if it's a little sneaky https://…","36194365,31289390",,
31289390,826CHI,696046852072820736,RT @ForthChicago: Who Wants Love? We do. @tinybold is hosting a night of screen printing at @WorkshopChicago in support of @826CHI https://…,"1161774487,361593048,1683696162,31289390",https://t.co/kRc6u7PGIn,
31289390,826CHI,696046623101681664,It is a truth universally acknowledged that a person in possession of a good fortune must be in want of a printer: https://t.co/YyAMTX1tI2,,https://t.co/YyAMTX1tI2,
31289390,826CHI,696016066603044865,"In our younger &amp; more vulnerable years, someone gave us some printers that we've been trying to sell ever since. https://t.co/vupAs8eEbV",,https://t.co/vupAs8eEbV,
31289390,826CHI,695994759677112320,"For sale: Epson printer, (almost) never used
https://t.co/ggOaG3mdKI",,https://t.co/ggOaG3mdKI,
31289390,826CHI,695662994080944128,RT @wellturnedwords: Stole this pic from an @826CHI #WhatIsLove email. LOOK AT THESE YOU GUYS. See you Mon? https://t.co/FAszv9YRk7 https:/…,"400451395,31289390",https://t.co/FAszv9YRk7,WhatIsLove
31289390,826CHI,695662954792906752,@826National @826michigan @826dc @826valencia @826boston @826LA @826NYC #friendsforever,"36194365,39296859,93715007,35857989,43887507,16992445,29224261",,friendsforever
31289390,826CHI,695662895745470464,"RT @826National: Roses are blue.
Violets are red.
The poem is messed up
just like my friend Ned.

A #FriendsDay poem from @826CHI student, …","36194365,31289390",,FriendsDay
31289390,826CHI,695661749874208768,We're selling 3 #printers that do cool things like SCAN and FAX and BEEP. Do you want them? #Craigslist https://t.co/VbcvzjRMtj,,https://t.co/VbcvzjRMtj,"printers,Craigslist"
31289390,826CHI,695336148898426882,Stop by @WorkshopChicago on 2/8 from 6-10pm for a pop up poster show benefitting #826CHI! $20 prints about love = the perfect #valentine.,1683696162,,"826CHI,valentine"
31289390,826CHI,694981281986297860,Emma (aka Madame DeMarp) &lt;3s exploring the city when she’s not studying hard or volunteering w 826CHI. Learn more &gt;&gt; https://t.co/kYU01tvimS,,https://t.co/kYU01tvimS,
31289390,826CHI,694641510185312256,"""Love is yuck and nasty."" - a taste of what inspired #whowantslove poster designs being sold at @WorkshopChicago on 2/8 benefiting #826CHI!",1683696162,,"whowantslove,826CHI"
31289390,826CHI,694630678529441793,"@ryantroyford But where are the jetpacks, RYAN",151985359,,
31289390,826CHI,694630573764120576,"RT @ryantroyford: there are many people, places, and other nouns i love in this world, and one of them is @826chi.… https://t.co/W75UQXa29T","151985359,31289390",https://t.co/W75UQXa29T,
31289390,826CHI,694630460928954372,"RT @CPSuccessCHI: @BrentanoSchool +@826CHI = monstrous #cpsuccess! 
https://t.co/Cc0ykQBPNe
@ILRaiseYourHand @JamiePieChi @SethLavin https:…","3184325221,1013892019,31289390,286353998,38295221",https://t.co/Cc0ykQBPNe,cpsuccess
31289390,826CHI,694630359846232066,"RT @Paul_Biasco: RT @inpointsorg: “Young people are just the smartest and weirdest people I know"" S/o @826CHI @JamiePieChi #SoTrue https://…","16189995,3307270046,31289390",https://t.co/WtheOprvNq,SoTrue
31289390,826CHI,694630254082703360,"RT @826National: Happy #hourlycomicday from @826CHI fifth grader, Marcos, and comics artist Jeffrey Brown! https://t.co/jiSiqismbG","36194365,31289390",,hourlycomicday
31289390,826CHI,694630193705676801,@jimigeiyer Gorgeous. We can't wait to meet you Monday!,189146791,,
31289390,826CHI,694630100965396480,RT @jimigeiyer: Finished up my print for the @826chi #whowantslove show last night. Come and support 826 and my… https://t.co/mont4sziBx,"189146791,31289390",https://t.co/mont4sziBx,whowantslove
31289390,826CHI,694628913180467200,Support #Chicago youth &amp; win a 6-night stay in Playa del Carmen at #ScrabbleForCheaters &gt;&gt; https://t.co/rAWZzLVHJU https://t.co/WiW4BgyTUO,,https://t.co/rAWZzLVHJU,"Chicago,ScrabbleForCheaters"
31289390,826CHI,694264030727397376,"Join us for a Pop Up Print Show featuring prints by local artists, inspired by the words of 826CHI student, Quinn &gt;&gt; https://t.co/nYX4CHi4jz",,https://t.co/nYX4CHi4jz,
31289390,826CHI,693879258121388032,Pop up print show benefitting #826CHI at @WorkshopChicago on 2/8 from 6-10pm. $20 screen prints about love from 20 Chicago designers!,1683696162,,826CHI
31289390,826CHI,693529038929989632,#VolunteerSuperstars dedicate a Saturday to talking thru best practices for navigating violence in student writing 💓 https://t.co/ZAZdh3AGh1,,,VolunteerSuperstars
31289390,826CHI,693479086547693568,Enjoy @halfacrebeer on 2/8 at @WorkshopChicago from 6-10pm at the #whowantslove poster show! Sales benefit students of #826CHI!,"17548935,1683696162",,"whowantslove,826CHI"
31289390,826CHI,693181850680950784,#SpeakersAndSnacks guests Liz Bagby &amp; Matt Holzfeind shared their &lt;3 of stories &amp; stage w our students! Read on &gt;&gt; https://t.co/inhYPak2N3,,https://t.co/inhYPak2N3,SpeakersAndSnacks
31289390,826CHI,693132838988836864,Love cracking ciphers and fostering a love of creative writing? Volunteer with us! &gt;&gt; https://t.co/XEimIWqYou https://t.co/uygj1D7ccr,,https://t.co/XEimIWqYou,
31289390,826CHI,692817080060612608,Huge thanks to @DNAinfoCHI for covering our book project w Brentano Elem in #LoganSquare! &gt;&gt; https://t.co/Ce2KaZ3S5i,552151606,https://t.co/Ce2KaZ3S5i,LoganSquare
31289390,826CHI,692816672600760321,RT @travelfarnow: https://t.co/8yDthkD7kk @826CHI students delve into #classical music and out comes the imagination! #writing #litlife #in…,"24333449,31289390",https://t.co/8yDthkD7kk,"classical,writing,litlife,interdisciplinary"
31289390,826CHI,692816566929473536,"@JamieChicagoan @DNAinfoCHI Thank you for the coverage, friends!","22230992,552151606",,
31289390,826CHI,692816530774573056,RT @JamieChicagoan: My latest for @DNAinfoCHI! Creative 📝 #nonprofit @826CHI helps #LoganSquare kids express fears thru sci-fi book: https:…,"22230992,552151606,31289390",https://t.co/rf1Mtr3wQb,"nonprofit,LoganSquare"
31289390,826CHI,692816490416971777,@tqvinn ...WHOA.,28496225,,
31289390,826CHI,692816462856196096,RT @tqvinn: I did my best Jessica Hische impression for the @826chi #whowantslove show (Monday Feb 8 at… https://t.co/FSA3aooeCJ,"28496225,31289390",https://t.co/FSA3aooeCJ,whowantslove
31289390,826CHI,692104962600517632,Our fav fiendish fundraiser is back! Big thx to our buds @thirdcoastrvw for the write up! https://t.co/bTZtI911tj https://t.co/90JbrGcXqj,4626183267,https://t.co/bTZtI911tj,
31289390,826CHI,691697049977405440,A whimsical poem on love by student author Quinn W. travelled the world. Next stop: Pop Up Print Show Feb. 8 RSVP&gt;&gt;https://t.co/VbIp1WueHr,,https://t.co/VbIp1WueHr,
31289390,826CHI,690674100507918336,What magic happens when students use classical music as writing inspiration? Find out on @WFMTclassical ‘s blog &gt;&gt; https://t.co/72r4QwyQJB,42654044,https://t.co/72r4QwyQJB,
31289390,826CHI,690290308916121603,"Agent Moonlighter, creator &amp; consumer of the finest Chi culture, is our Spy of the Month &gt;&gt; https://t.co/RtQMAZciyH https://t.co/XmqMRw2vYj",,https://t.co/RtQMAZciyH,
31289390,826CHI,689937847219048448,"Tutors, it's our first week back &amp; we need you! Our lab is abuzz w/ smells of Takis &amp; the beautifully creative energy of our students.",,,
31289390,826CHI,689925336398700545,"RT @wellturnedwords: Feb 8 you want to be at Who Wants Love, a benefit for @826CHI organized by @tinybold &amp; featuring 20 Chi designers. htt…","400451395,31289390,361593048",https://t.co/cn8HAHmABU,
31289390,826CHI,689925301829255168,"@KatWaterflame @samriegel @826National @AgentSupply This confidential tweet will self-destruct in 3...2...(jk, come say hi!) #friendlyspies","14129714,9083222,36194365,69069166",,friendlyspies
31289390,826CHI,689925093665984521,"@mscindylee @BBimChicago @dulcita518 Thanks for your support, friends!","79063233,4322000908,15356270",,
31289390,826CHI,689925044928188416,RT @mscindylee: Great event @BBimChicago supporting @826CHI https://t.co/1EtWYPv6mX,"79063233,4322000908,31289390",,
31289390,826CHI,689923358343835650,".@EmpireFOX is shooting down the street &amp; Jaritza is releasing her inner Cookie. Come say hi, @TherealTaraji?! #idol https://t.co/RCmb79Nriz","2374176276,84358766",,idol
31289390,826CHI,689868921852317698,We're hosting a training on violence in student writing &amp; our roles as writing coaches &gt;&gt;  https://t.co/nbat1yvapy https://t.co/J47J8VxQQ6,,https://t.co/nbat1yvapy,
31289390,826CHI,689557212633677824,"Tutoring is back in session! Presently, Batman &amp; Spiderman are fiercely debating who can finish homework the fastest https://t.co/EQWNa8WBNV",,,
31289390,826CHI,689130576792670208,"826CHI student poem,""Who Wants Love"" served as inspiration for 20 Chi artists featured in a Pop Up Print Show 2/8
https://t.co/fM7XCRF22G",,https://t.co/fM7XCRF22G,
31289390,826CHI,687274403927818240,#WriterOfTheMonth Cynthia shares all about her unique writing process in our interview &gt;&gt; https://t.co/UJ5LoVt2Kx https://t.co/VN9WlYz4f0,,https://t.co/UJ5LoVt2Kx,WriterOfTheMonth
31289390,826CHI,686915751140261888,"Democracy is dialogue, not monologue—add your own stories at our PEOPLE's #StateOfTheUnion&gt;&gt; https://t.co/nbat1yvapy https://t.co/lMMbvPK3MN",,https://t.co/nbat1yvapy,StateOfTheUnion
31289390,826CHI,686599808304320517,The stars look very different today #RIP #davidbowie @DavidBowieReal https://t.co/AcmoO0F217,40139016,,"RIP,davidbowie"
31289390,826CHI,686547667921539072,Partnership w/ #RoweElementary &amp; @CISnational is really...TAKING OFF 😅🚀 https://t.co/lmUbitGhtO,26034081,,RoweElementary
31289390,826CHI,685875018136420352,"How do we respond when students use violence in writing? A special topic training, 1/30 &gt;&gt; https://t.co/nbat1yvapy https://t.co/rAT0YQqBXy",,https://t.co/nbat1yvapy,
